"initial_alias","converted_alias","name","description","namespace"
"211661_X_AT","ENSG00000169403","PTAFR","platelet activating factor receptor [Source:HGNC Symbol;Acc:HGNC:9582]","AFFY_HG_U133A,AFFY_HG_U133A_2,AFFY_HG_U133_PLUS_2"
"206278_AT","ENSG00000169403","PTAFR","platelet activating factor receptor [Source:HGNC Symbol;Acc:HGNC:9582]","AFFY_HG_FOCUS,AFFY_HG_U133A,AFFY_HG_U133A_2,AFFY_HG_U133_PLUS_2"
"223540_AT","ENSG00000143217","NECTIN4","nectin cell adhesion molecule 4 [Source:HGNC Symbol;Acc:HGNC:19688]","AFFY_HG_U133B,AFFY_HG_U133_PLUS_2"
"218186_AT","ENSG00000132698","RAB25","RAB25, member RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:18238]","AFFY_HG_U133A,AFFY_HG_U133A_2,AFFY_HG_U133_PLUS_2"
"204680_S_AT","ENSG00000136237","RAPGEF5","Rap guanine nucleotide exchange factor 5 [Source:HGNC Symbol;Acc:HGNC:16862]","AFFY_HG_U133A,AFFY_HG_U133A_2,AFFY_HG_U133_PLUS_2"
"204681_S_AT","ENSG00000136237","RAPGEF5","Rap guanine nucleotide exchange factor 5 [Source:HGNC Symbol;Acc:HGNC:16862]","AFFY_HG_FOCUS,AFFY_HG_U133A,AFFY_HG_U133A_2,AFFY_HG_U133_PLUS_2"
"1563882_A_AT","ENSG00000136237","RAPGEF5","Rap guanine nucleotide exchange factor 5 [Source:HGNC Symbol;Acc:HGNC:16862]","AFFY_HG_U133_PLUS_2"
"1561269_AT","ENSG00000136237","RAPGEF5","Rap guanine nucleotide exchange factor 5 [Source:HGNC Symbol;Acc:HGNC:16862]","AFFY_HG_U133_PLUS_2"
"243862_AT","ENSG00000165105","RASEF","RAS and EF-hand domain containing [Source:HGNC Symbol;Acc:HGNC:26464]","AFFY_HG_U133B,AFFY_HG_U133_PLUS_2"
"1553986_AT","ENSG00000165105","RASEF","RAS and EF-hand domain containing [Source:HGNC Symbol;Acc:HGNC:26464]","AFFY_HG_U133_PLUS_2"
"235144_AT","ENSG00000165105","RASEF","RAS and EF-hand domain containing [Source:HGNC Symbol;Acc:HGNC:26464]","AFFY_HG_U133B,AFFY_HG_U133_PLUS_2"
"1553785_AT","ENSG00000138670","RASGEF1B","RasGEF domain family member 1B [Source:HGNC Symbol;Acc:HGNC:24881]","AFFY_HG_U133_PLUS_2"
"1554999_AT","ENSG00000138670","RASGEF1B","RasGEF domain family member 1B [Source:HGNC Symbol;Acc:HGNC:24881]","AFFY_HG_U133_PLUS_2"
"203535_AT","ENSG00000163220","S100A9","S100 calcium binding protein A9 [Source:HGNC Symbol;Acc:HGNC:10499]","AFFY_HG_FOCUS,AFFY_HG_U133A,AFFY_HG_U133A_2,AFFY_HG_U133_PLUS_2"
"204351_AT","ENSG00000163993","S100P","S100 calcium binding protein P [Source:HGNC Symbol;Acc:HGNC:10504]","AFFY_HG_FOCUS,AFFY_HG_U133A,AFFY_HG_U133A_2,AFFY_HG_U133_PLUS_2"
"1554920_AT","ENSG00000136155","SCEL","sciellin [Source:HGNC Symbol;Acc:HGNC:10573]","AFFY_HG_U133_PLUS_2"
"1554921_A_AT","ENSG00000136155","SCEL","sciellin [Source:HGNC Symbol;Acc:HGNC:10573]","AFFY_HG_U133_PLUS_2"
"232056_AT","ENSG00000136155","SCEL","sciellin [Source:HGNC Symbol;Acc:HGNC:10573]","AFFY_HG_U133B,AFFY_HG_U133_PLUS_2"
"206884_S_AT","ENSG00000136155","SCEL","sciellin [Source:HGNC Symbol;Acc:HGNC:10573]","AFFY_HG_FOCUS,AFFY_HG_U133A,AFFY_HG_U133A_2,AFFY_HG_U133_PLUS_2"
"203453_AT","ENSG00000111319","SCNN1A","sodium channel epithelial 1 subunit alpha [Source:HGNC Symbol;Acc:HGNC:10599]","AFFY_HG_FOCUS,AFFY_HG_U133A,AFFY_HG_U133A_2,AFFY_HG_U133_PLUS_2"
"217264_S_AT","ENSG00000111319","SCNN1A","sodium channel epithelial 1 subunit alpha [Source:HGNC Symbol;Acc:HGNC:10599]","AFFY_HG_U133A,AFFY_HG_U133A_2,AFFY_HG_U133_PLUS_2"
"215026_X_AT","ENSG00000111319","SCNN1A","sodium channel epithelial 1 subunit alpha [Source:HGNC Symbol;Acc:HGNC:10599]","AFFY_HG_U133A,AFFY_HG_U133A_2,AFFY_HG_U133_PLUS_2"
"1555551_AT","ENSG00000206075","SERPINB5","serpin family B member 5 [Source:HGNC Symbol;Acc:HGNC:8949]","AFFY_HG_U133_PLUS_2"
"204855_AT","None","None","None",""
"1554198_AT","ENSG00000035115","SH3YL1","SH3 and SYLF domain containing 1 [Source:HGNC Symbol;Acc:HGNC:29546]","AFFY_HG_U133_PLUS_2"
"204019_S_AT","ENSG00000035115","SH3YL1","SH3 and SYLF domain containing 1 [Source:HGNC Symbol;Acc:HGNC:29546]","AFFY_HG_U133A,AFFY_HG_U133A_2,AFFY_HG_U133_PLUS_2"
"219795_AT","ENSG00000268104","SLC6A14","solute carrier family 6 member 14 [Source:HGNC Symbol;Acc:HGNC:11047]","AFFY_HG_FOCUS,AFFY_HG_U133A,AFFY_HG_U133A_2,AFFY_HG_U133_PLUS_2"
"225728_AT","ENSG00000154556","SORBS2","sorbin and SH3 domain containing 2 [Source:HGNC Symbol;Acc:HGNC:24098]","AFFY_HG_U133B,AFFY_HG_U133_PLUS_2"
"1558815_AT","ENSG00000154556","SORBS2","sorbin and SH3 domain containing 2 [Source:HGNC Symbol;Acc:HGNC:24098]","AFFY_HG_U133_PLUS_2"
"204288_S_AT","ENSG00000154556","SORBS2","sorbin and SH3 domain containing 2 [Source:HGNC Symbol;Acc:HGNC:24098]","AFFY_HG_U133A,AFFY_HG_U133A_2,AFFY_HG_U133_PLUS_2"
"237285_AT","ENSG00000154556","SORBS2","sorbin and SH3 domain containing 2 [Source:HGNC Symbol;Acc:HGNC:24098]","AFFY_HG_U133B,AFFY_HG_U133_PLUS_2"
"205185_AT","ENSG00000133710","SPINK5","serine peptidase inhibitor Kazal type 5 [Source:HGNC Symbol;Acc:HGNC:15464]","AFFY_HG_FOCUS,AFFY_HG_U133A,AFFY_HG_U133A_2,AFFY_HG_U133_PLUS_2"
"235546_AT","ENSG00000166145","SPINT1","serine peptidase inhibitor, Kunitz type 1 [Source:HGNC Symbol;Acc:HGNC:11246]","AFFY_HG_U133B,AFFY_HG_U133_PLUS_2"
"202826_AT","ENSG00000166145","SPINT1","serine peptidase inhibitor, Kunitz type 1 [Source:HGNC Symbol;Acc:HGNC:11246]","AFFY_HG_FOCUS,AFFY_HG_U133A,AFFY_HG_U133A_2,AFFY_HG_U133_PLUS_2"
"214549_X_AT","ENSG00000169474","SPRR1A","small proline rich protein 1A [Source:HGNC Symbol;Acc:HGNC:11259]","AFFY_HG_FOCUS,AFFY_HG_U133A,AFFY_HG_U133A_2,AFFY_HG_U133_PLUS_2"
"213796_AT","ENSG00000169474","SPRR1A","small proline rich protein 1A [Source:HGNC Symbol;Acc:HGNC:11259]","AFFY_HG_U133A,AFFY_HG_U133A_2,AFFY_HG_U133_PLUS_2"
"218990_S_AT","ENSG00000163209","SPRR3","small proline rich protein 3 [Source:HGNC Symbol;Acc:HGNC:11268]","AFFY_HG_FOCUS,AFFY_HG_U133A,AFFY_HG_U133A_2,AFFY_HG_U133_PLUS_2"
"202005_AT","ENSG00000149418","ST14","ST14 transmembrane serine protease matriptase [Source:HGNC Symbol;Acc:HGNC:11344]","AFFY_HG_FOCUS,AFFY_HG_U133A,AFFY_HG_U133A_2,AFFY_HG_U133_PLUS_2"
"216905_S_AT","ENSG00000149418","ST14","ST14 transmembrane serine protease matriptase [Source:HGNC Symbol;Acc:HGNC:11344]","AFFY_HG_U133A,AFFY_HG_U133A_2,AFFY_HG_U133_PLUS_2"
"1556185_A_AT","ENSG00000127954","STEAP4","STEAP4 metalloreductase [Source:HGNC Symbol;Acc:HGNC:21923]","AFFY_HG_U133_PLUS_2"
"220187_AT","ENSG00000127954","STEAP4","STEAP4 metalloreductase [Source:HGNC Symbol;Acc:HGNC:21923]","AFFY_HG_U133A,AFFY_HG_U133A_2,AFFY_HG_U133_PLUS_2"
"225987_AT","ENSG00000127954","STEAP4","STEAP4 metalloreductase [Source:HGNC Symbol;Acc:HGNC:21923]","AFFY_HG_U133B,AFFY_HG_U133_PLUS_2"
"1555173_AT","ENSG00000178750","STX19","syntaxin 19 [Source:HGNC Symbol;Acc:HGNC:19300]","AFFY_HG_U133_PLUS_2"
"207540_S_AT","ENSG00000165025","SYK","spleen associated tyrosine kinase [Source:HGNC Symbol;Acc:HGNC:11491]","AFFY_HG_U133A,AFFY_HG_U133A_2,AFFY_HG_U133_PLUS_2"
"209269_S_AT","ENSG00000165025","SYK","spleen associated tyrosine kinase [Source:HGNC Symbol;Acc:HGNC:11491]","AFFY_HG_FOCUS,AFFY_HG_U133A,AFFY_HG_U133A_2,AFFY_HG_U133_PLUS_2"
"226068_AT","ENSG00000165025","SYK","spleen associated tyrosine kinase [Source:HGNC Symbol;Acc:HGNC:11491]","AFFY_HG_U133B,AFFY_HG_U133_PLUS_2"
"1559956_AT","ENSG00000011347","SYT7","synaptotagmin 7 [Source:HGNC Symbol;Acc:HGNC:11514]","AFFY_HG_U133_PLUS_2"
"232025_AT","ENSG00000011347","SYT7","synaptotagmin 7 [Source:HGNC Symbol;Acc:HGNC:11514]","AFFY_HG_U133B,AFFY_HG_U133_PLUS_2"
"1559392_S_AT","ENSG00000011347","SYT7","synaptotagmin 7 [Source:HGNC Symbol;Acc:HGNC:11514]","AFFY_HG_U133_PLUS_2"
"231025_AT","ENSG00000011347","SYT7","synaptotagmin 7 [Source:HGNC Symbol;Acc:HGNC:11514]","AFFY_HG_U133B,AFFY_HG_U133_PLUS_2"
"226167_AT","ENSG00000011347","SYT7","synaptotagmin 7 [Source:HGNC Symbol;Acc:HGNC:11514]","AFFY_HG_U133B,AFFY_HG_U133_PLUS_2"
"226403_AT","ENSG00000167608","TMC4","transmembrane channel like 4 [Source:HGNC Symbol;Acc:HGNC:22998]","AFFY_HG_U133B,AFFY_HG_U133_PLUS_2"
"222904_S_AT","ENSG00000103534","TMC5","transmembrane channel like 5 [Source:HGNC Symbol;Acc:HGNC:22999]","AFFY_HG_U133B,AFFY_HG_U133_PLUS_2"
"240303_AT","ENSG00000103534","TMC5","transmembrane channel like 5 [Source:HGNC Symbol;Acc:HGNC:22999]","AFFY_HG_U133B,AFFY_HG_U133_PLUS_2"
"240304_S_AT","ENSG00000103534","TMC5","transmembrane channel like 5 [Source:HGNC Symbol;Acc:HGNC:22999]","AFFY_HG_U133B,AFFY_HG_U133_PLUS_2"
"219580_S_AT","ENSG00000103534","TMC5","transmembrane channel like 5 [Source:HGNC Symbol;Acc:HGNC:22999]","AFFY_HG_U133A,AFFY_HG_U133A_2,AFFY_HG_U133_PLUS_2"
"219580_S_AT","ENSG00000222750","RNU4-46P","RNA, U4 small nuclear 46, pseudogene [Source:HGNC Symbol;Acc:HGNC:46982]","AFFY_HG_U133A,AFFY_HG_U133A_2,AFFY_HG_U133_PLUS_2"
"236983_AT","ENSG00000103534","TMC5","transmembrane channel like 5 [Source:HGNC Symbol;Acc:HGNC:22999]","AFFY_HG_U133B,AFFY_HG_U133_PLUS_2"
"225822_AT","ENSG00000179178","TMEM125","transmembrane protein 125 [Source:HGNC Symbol;Acc:HGNC:28275]","AFFY_HG_U133B,AFFY_HG_U133_PLUS_2"
"213285_AT","ENSG00000182107","TMEM30B","transmembrane protein 30B [Source:HGNC Symbol;Acc:HGNC:27254]","AFFY_HG_U133A,AFFY_HG_U133A_2,AFFY_HG_U133_PLUS_2"
"230471_AT","ENSG00000182107","TMEM30B","transmembrane protein 30B [Source:HGNC Symbol;Acc:HGNC:27254]","AFFY_HG_U133B,AFFY_HG_U133_PLUS_2"
"226226_AT","ENSG00000151715","TMEM45B","transmembrane protein 45B [Source:HGNC Symbol;Acc:HGNC:25194]","AFFY_HG_U133B,AFFY_HG_U133_PLUS_2"
"230323_S_AT","ENSG00000151715","TMEM45B","transmembrane protein 45B [Source:HGNC Symbol;Acc:HGNC:25194]","AFFY_HG_U133B,AFFY_HG_U133_PLUS_2"
"223659_AT","ENSG00000137747","TMPRSS13","transmembrane serine protease 13 [Source:HGNC Symbol;Acc:HGNC:29808]","AFFY_HG_U133B,AFFY_HG_U133_PLUS_2"
"223956_AT","ENSG00000137747","TMPRSS13","transmembrane serine protease 13 [Source:HGNC Symbol;Acc:HGNC:29808]","AFFY_HG_U133B,AFFY_HG_U133_PLUS_2"
"218960_AT","ENSG00000137648","TMPRSS4","transmembrane serine protease 4 [Source:HGNC Symbol;Acc:HGNC:11878]","AFFY_HG_FOCUS,AFFY_HG_U133A,AFFY_HG_U133A_2,AFFY_HG_U133_PLUS_2"
"214774_X_AT","ENSG00000103460","TOX3","TOX high mobility group box family member 3 [Source:HGNC Symbol;Acc:HGNC:11972]","AFFY_HG_U133A,AFFY_HG_U133A_2,AFFY_HG_U133_PLUS_2"
"216623_X_AT","ENSG00000103460","TOX3","TOX high mobility group box family member 3 [Source:HGNC Symbol;Acc:HGNC:11972]","AFFY_HG_U133A,AFFY_HG_U133A_2,AFFY_HG_U133_PLUS_2"
"215108_X_AT","ENSG00000103460","TOX3","TOX high mobility group box family member 3 [Source:HGNC Symbol;Acc:HGNC:11972]","AFFY_HG_U133A,AFFY_HG_U133A_2,AFFY_HG_U133_PLUS_2"
"211002_S_AT","ENSG00000137699","TRIM29","tripartite motif containing 29 [Source:HGNC Symbol;Acc:HGNC:17274]","AFFY_HG_U133A,AFFY_HG_U133A_2,AFFY_HG_U133_PLUS_2"
"202504_AT","ENSG00000137699","TRIM29","tripartite motif containing 29 [Source:HGNC Symbol;Acc:HGNC:17274]","AFFY_HG_FOCUS,AFFY_HG_U133A,AFFY_HG_U133A_2,AFFY_HG_U133_PLUS_2"
"211001_AT","ENSG00000137699","TRIM29","tripartite motif containing 29 [Source:HGNC Symbol;Acc:HGNC:17274]","AFFY_HG_U133A,AFFY_HG_U133A_2,AFFY_HG_U133_PLUS_2"
"235651_AT","ENSG00000006555","TTC22","tetratricopeptide repeat domain 22 [Source:HGNC Symbol;Acc:HGNC:26067]","AFFY_HG_U133B,AFFY_HG_U133_PLUS_2"
"220309_AT","ENSG00000006555","TTC22","tetratricopeptide repeat domain 22 [Source:HGNC Symbol;Acc:HGNC:26067]","AFFY_HG_U133A,AFFY_HG_U133A_2,AFFY_HG_U133_PLUS_2"
"215107_S_AT","ENSG00000006555","TTC22","tetratricopeptide repeat domain 22 [Source:HGNC Symbol;Acc:HGNC:26067]","AFFY_HG_U133A,AFFY_HG_U133A_2,AFFY_HG_U133_PLUS_2"
"215106_AT","ENSG00000006555","TTC22","tetratricopeptide repeat domain 22 [Source:HGNC Symbol;Acc:HGNC:26067]","AFFY_HG_U133A,AFFY_HG_U133A_2,AFFY_HG_U133_PLUS_2"
"213172_AT","ENSG00000133985","TTC9","tetratricopeptide repeat domain 9 [Source:HGNC Symbol;Acc:HGNC:20267]","AFFY_HG_U133A,AFFY_HG_U133A_2,AFFY_HG_U133_PLUS_2"
"213174_AT","ENSG00000133985","TTC9","tetratricopeptide repeat domain 9 [Source:HGNC Symbol;Acc:HGNC:20267]","AFFY_HG_U133A,AFFY_HG_U133A_2,AFFY_HG_U133_PLUS_2"
"219768_AT","ENSG00000134258","VTCN1","V-set domain containing T cell activation inhibitor 1 [Source:HGNC Symbol;Acc:HGNC:28873]","AFFY_HG_U133A,AFFY_HG_U133A_2,AFFY_HG_U133_PLUS_2"
"238253_AT","ENSG00000166415","WDR72","WD repeat domain 72 [Source:HGNC Symbol;Acc:HGNC:26790]","AFFY_HG_U133B,AFFY_HG_U133_PLUS_2"
"236741_AT","ENSG00000166415","WDR72","WD repeat domain 72 [Source:HGNC Symbol;Acc:HGNC:26790]","AFFY_HG_U133B,AFFY_HG_U133_PLUS_2"
"227174_AT","ENSG00000166415","WDR72","WD repeat domain 72 [Source:HGNC Symbol;Acc:HGNC:26790]","AFFY_HG_U133B,AFFY_HG_U133_PLUS_2"
"1563874_AT","ENSG00000166415","WDR72","WD repeat domain 72 [Source:HGNC Symbol;Acc:HGNC:26790]","AFFY_HG_U133_PLUS_2"
"1553089_A_AT","ENSG00000101443","WFDC2","WAP four-disulfide core domain 2 [Source:HGNC Symbol;Acc:HGNC:15939]","AFFY_HG_U133_PLUS_2"
"1552261_AT","ENSG00000101443","WFDC2","WAP four-disulfide core domain 2 [Source:HGNC Symbol;Acc:HGNC:15939]","AFFY_HG_U133_PLUS_2"
"206046_AT","ENSG00000114948","ADAM23","ADAM metallopeptidase domain 23 [Source:HGNC Symbol;Acc:HGNC:202]","AFFY_HG_FOCUS,AFFY_HG_U133A,AFFY_HG_U133A_2,AFFY_HG_U133_PLUS_2"
"213808_AT","ENSG00000114948","ADAM23","ADAM metallopeptidase domain 23 [Source:HGNC Symbol;Acc:HGNC:202]","AFFY_HG_U133A,AFFY_HG_U133A_2,AFFY_HG_U133_PLUS_2"
"244463_AT","ENSG00000114948","ADAM23","ADAM metallopeptidase domain 23 [Source:HGNC Symbol;Acc:HGNC:202]","AFFY_HG_U133B,AFFY_HG_U133_PLUS_2"
"222486_S_AT","ENSG00000154734","ADAMTS1","ADAM metallopeptidase with thrombospondin type 1 motif 1 [Source:HGNC Symbol;Acc:HGNC:217]","AFFY_HG_U133B,AFFY_HG_U133_PLUS_2"
"222162_S_AT","ENSG00000154734","ADAMTS1","ADAM metallopeptidase with thrombospondin type 1 motif 1 [Source:HGNC Symbol;Acc:HGNC:217]","AFFY_HG_FOCUS,AFFY_HG_U133A,AFFY_HG_U133A_2,AFFY_HG_U133_PLUS_2"
"205734_S_AT","ENSG00000144218","AFF3","AF4/FMR2 family member 3 [Source:HGNC Symbol;Acc:HGNC:6473]","AFFY_HG_FOCUS,AFFY_HG_U133A,AFFY_HG_U133A_2,AFFY_HG_U133_PLUS_2"
"205735_S_AT","ENSG00000144218","AFF3","AF4/FMR2 family member 3 [Source:HGNC Symbol;Acc:HGNC:6473]","AFFY_HG_U133A,AFFY_HG_U133A_2,AFFY_HG_U133_PLUS_2"
"227198_AT","ENSG00000144218","AFF3","AF4/FMR2 family member 3 [Source:HGNC Symbol;Acc:HGNC:6473]","AFFY_HG_U133B,AFFY_HG_U133_PLUS_2"
"1565034_S_AT","ENSG00000144218","AFF3","AF4/FMR2 family member 3 [Source:HGNC Symbol;Acc:HGNC:6473]","AFFY_HG_U133_PLUS_2"
"243967_AT","ENSG00000144218","AFF3","AF4/FMR2 family member 3 [Source:HGNC Symbol;Acc:HGNC:6473]","AFFY_HG_U133B,AFFY_HG_U133_PLUS_2"
"242078_AT","ENSG00000144218","AFF3","AF4/FMR2 family member 3 [Source:HGNC Symbol;Acc:HGNC:6473]","AFFY_HG_U133B,AFFY_HG_U133_PLUS_2"
"222862_S_AT","ENSG00000154027","AK5","adenylate kinase 5 [Source:HGNC Symbol;Acc:HGNC:365]","AFFY_HG_U133B,AFFY_HG_U133_PLUS_2"
"219308_S_AT","ENSG00000154027","AK5","adenylate kinase 5 [Source:HGNC Symbol;Acc:HGNC:365]","AFFY_HG_FOCUS,AFFY_HG_U133A,AFFY_HG_U133A_2,AFFY_HG_U133_PLUS_2"
"227529_S_AT","ENSG00000131016","AKAP12","A-kinase anchoring protein 12 [Source:HGNC Symbol;Acc:HGNC:370]","AFFY_HG_U133B,AFFY_HG_U133_PLUS_2"
"227530_AT","ENSG00000131016","AKAP12","A-kinase anchoring protein 12 [Source:HGNC Symbol;Acc:HGNC:370]","AFFY_HG_U133B,AFFY_HG_U133_PLUS_2"
"210517_S_AT","ENSG00000131016","AKAP12","A-kinase anchoring protein 12 [Source:HGNC Symbol;Acc:HGNC:370]","AFFY_HG_FOCUS,AFFY_HG_U133A,AFFY_HG_U133A_2,AFFY_HG_U133_PLUS_2"
"228367_AT","ENSG00000198796","ALPK2","alpha kinase 2 [Source:HGNC Symbol;Acc:HGNC:20565]","AFFY_HG_U133B,AFFY_HG_U133_PLUS_2"
"213001_AT","ENSG00000136859","ANGPTL2","angiopoietin like 2 [Source:HGNC Symbol;Acc:HGNC:490]","AFFY_HG_U133A,AFFY_HG_U133A_2,AFFY_HG_U133_PLUS_2"
"219514_AT","ENSG00000136859","ANGPTL2","angiopoietin like 2 [Source:HGNC Symbol;Acc:HGNC:490]","AFFY_HG_FOCUS,AFFY_HG_U133A,AFFY_HG_U133A_2,AFFY_HG_U133_PLUS_2"
"213004_AT","ENSG00000136859","ANGPTL2","angiopoietin like 2 [Source:HGNC Symbol;Acc:HGNC:490]","AFFY_HG_U133A,AFFY_HG_U133A_2,AFFY_HG_U133_PLUS_2"
"206029_AT","ENSG00000148677","ANKRD1","ankyrin repeat domain 1 [Source:HGNC Symbol;Acc:HGNC:15819]","AFFY_HG_FOCUS,AFFY_HG_U133A,AFFY_HG_U133A_2,AFFY_HG_U133_PLUS_2"
"220093_AT","ENSG00000169604","ANTXR1","ANTXR cell adhesion molecule 1 [Source:HGNC Symbol;Acc:HGNC:21014]","AFFY_HG_U133A,AFFY_HG_U133A_2,AFFY_HG_U133_PLUS_2"
"227660_AT","ENSG00000169604","ANTXR1","ANTXR cell adhesion molecule 1 [Source:HGNC Symbol;Acc:HGNC:21014]","AFFY_HG_U133B,AFFY_HG_U133_PLUS_2"
"220092_S_AT","ENSG00000169604","ANTXR1","ANTXR cell adhesion molecule 1 [Source:HGNC Symbol;Acc:HGNC:21014]","AFFY_HG_U133A,AFFY_HG_U133A_2,AFFY_HG_U133_PLUS_2"
"224694_AT","ENSG00000169604","ANTXR1","ANTXR cell adhesion molecule 1 [Source:HGNC Symbol;Acc:HGNC:21014]","AFFY_HG_U133B,AFFY_HG_U133_PLUS_2"
"244250_AT","ENSG00000197043","ANXA6","annexin A6 [Source:HGNC Symbol;Acc:HGNC:544]","AFFY_HG_U133B,AFFY_HG_U133_PLUS_2"
"200982_S_AT","ENSG00000197043","ANXA6","annexin A6 [Source:HGNC Symbol;Acc:HGNC:544]","AFFY_HG_FOCUS,AFFY_HG_U133A,AFFY_HG_U133A_2,AFFY_HG_U133_PLUS_2"
"205082_S_AT","ENSG00000138356","AOX1","aldehyde oxidase 1 [Source:HGNC Symbol;Acc:HGNC:553]","AFFY_HG_U133A,AFFY_HG_U133A_2,AFFY_HG_U133_PLUS_2"
"205083_AT","ENSG00000138356","AOX1","aldehyde oxidase 1 [Source:HGNC Symbol;Acc:HGNC:553]","AFFY_HG_U133A,AFFY_HG_U133A_2,AFFY_HG_U133_PLUS_2"
"203299_S_AT","ENSG00000182287","AP1S2","adaptor related protein complex 1 subunit sigma 2 [Source:HGNC Symbol;Acc:HGNC:560]","AFFY_HG_FOCUS,AFFY_HG_U133A,AFFY_HG_U133A_2,AFFY_HG_U133_PLUS_2"
"203300_X_AT","ENSG00000182287","AP1S2","adaptor related protein complex 1 subunit sigma 2 [Source:HGNC Symbol;Acc:HGNC:560]","AFFY_HG_U133A,AFFY_HG_U133A_2,AFFY_HG_U133_PLUS_2"
"230264_S_AT","ENSG00000182287","AP1S2","adaptor related protein complex 1 subunit sigma 2 [Source:HGNC Symbol;Acc:HGNC:560]","AFFY_HG_U133B,AFFY_HG_U133_PLUS_2"
"228415_AT","ENSG00000182287","AP1S2","adaptor related protein complex 1 subunit sigma 2 [Source:HGNC Symbol;Acc:HGNC:560]","AFFY_HG_U133B,AFFY_HG_U133_PLUS_2"
"218694_AT","ENSG00000126947","ARMCX1","armadillo repeat containing X-linked 1 [Source:HGNC Symbol;Acc:HGNC:18073]","AFFY_HG_U133A,AFFY_HG_U133A_2,AFFY_HG_U133_PLUS_2"
"216873_S_AT","ENSG00000143515","ATP8B2","ATPase phospholipid transporting 8B2 [Source:HGNC Symbol;Acc:HGNC:13534]","AFFY_HG_U133A,AFFY_HG_U133A_2,AFFY_HG_U133_PLUS_2"
"226771_AT","ENSG00000143515","ATP8B2","ATPase phospholipid transporting 8B2 [Source:HGNC Symbol;Acc:HGNC:13534]","AFFY_HG_U133B,AFFY_HG_U133_PLUS_2"
"215319_AT","ENSG00000130270","ATP8B3","ATPase phospholipid transporting 8B3 [Source:HGNC Symbol;Acc:HGNC:13535]","AFFY_HG_U133A,AFFY_HG_U133A_2,AFFY_HG_U133_PLUS_2"
"239457_AT","ENSG00000130270","ATP8B3","ATPase phospholipid transporting 8B3 [Source:HGNC Symbol;Acc:HGNC:13535]","AFFY_HG_U133B,AFFY_HG_U133_PLUS_2"
"1554704_AT","ENSG00000130270","ATP8B3","ATPase phospholipid transporting 8B3 [Source:HGNC Symbol;Acc:HGNC:13535]","AFFY_HG_U133_PLUS_2"
"202686_S_AT","ENSG00000167601","AXL","AXL receptor tyrosine kinase [Source:HGNC Symbol;Acc:HGNC:905]","AFFY_HG_FOCUS,AFFY_HG_U133A,AFFY_HG_U133A_2,AFFY_HG_U133_PLUS_2"
"202685_S_AT","ENSG00000167601","AXL","AXL receptor tyrosine kinase [Source:HGNC Symbol;Acc:HGNC:905]","AFFY_HG_U133A,AFFY_HG_U133A_2,AFFY_HG_U133_PLUS_2"
"239367_AT","ENSG00000176697","BDNF","brain derived neurotrophic factor [Source:HGNC Symbol;Acc:HGNC:1033]","AFFY_HG_U133B,AFFY_HG_U133_PLUS_2"
"206382_S_AT","ENSG00000176697","BDNF","brain derived neurotrophic factor [Source:HGNC Symbol;Acc:HGNC:1033]","AFFY_HG_FOCUS,AFFY_HG_U133A,AFFY_HG_U133A_2,AFFY_HG_U133_PLUS_2"
"213429_AT","ENSG00000122870","BICC1","BicC family RNA binding protein 1 [Source:HGNC Symbol;Acc:HGNC:19351]","AFFY_HG_U133A,AFFY_HG_U133A_2,AFFY_HG_U133_PLUS_2"
"220580_AT","ENSG00000122870","BICC1","BicC family RNA binding protein 1 [Source:HGNC Symbol;Acc:HGNC:19351]","AFFY_HG_U133A,AFFY_HG_U133A_2,AFFY_HG_U133_PLUS_2"
"243445_AT","ENSG00000173068","BNC2","basonuclin 2 [Source:HGNC Symbol;Acc:HGNC:30988]","AFFY_HG_U133B,AFFY_HG_U133_PLUS_2"
"229942_AT","ENSG00000173068","BNC2","basonuclin 2 [Source:HGNC Symbol;Acc:HGNC:30988]","AFFY_HG_U133B,AFFY_HG_U133_PLUS_2"
"238478_AT","ENSG00000173068","BNC2","basonuclin 2 [Source:HGNC Symbol;Acc:HGNC:30988]","AFFY_HG_U133B,AFFY_HG_U133_PLUS_2"
"220272_AT","ENSG00000173068","BNC2","basonuclin 2 [Source:HGNC Symbol;Acc:HGNC:30988]","AFFY_HG_U133A,AFFY_HG_U133A_2,AFFY_HG_U133_PLUS_2"
"230722_AT","ENSG00000173068","BNC2","basonuclin 2 [Source:HGNC Symbol;Acc:HGNC:30988]","AFFY_HG_U133B,AFFY_HG_U133_PLUS_2"
"235723_AT","ENSG00000173068","BNC2","basonuclin 2 [Source:HGNC Symbol;Acc:HGNC:30988]","AFFY_HG_U133B,AFFY_HG_U133_PLUS_2"
"228783_AT","ENSG00000112276","BVES","blood vessel epicardial substance [Source:HGNC Symbol;Acc:HGNC:1152]","AFFY_HG_U133B,AFFY_HG_U133_PLUS_2"
"223853_AT","ENSG00000112276","BVES","blood vessel epicardial substance [Source:HGNC Symbol;Acc:HGNC:1152]","AFFY_HG_U133B,AFFY_HG_U133_PLUS_2"
"212736_AT","ENSG00000166780","BMERB1","bMERB domain containing 1 [Source:HGNC Symbol;Acc:HGNC:19213]","AFFY_HG_U133A,AFFY_HG_U133A_2,AFFY_HG_U133_PLUS_2"
